,Name,Latitude,Longitude,Elevation
1359,Flagstaff Mountain,38.2754,-106.1999,3680.0
1360,"""Beacon Peak""",39.9176,-105.6821,3680.0
1361,Expectation Mountain,37.6943,-108.0685,3679.0
1362,Ophir Needles,37.8685,-107.8563,3679.0
1363,"""Burning Bear Peak""",39.5032,-105.7813,3679.0
1364,UN 12067,37.5624,-107.0201,3678.0
1365,"""Zephyr""",39.3471,-105.5646,3678.0
1366,Hill Seventyone,37.9618,-107.2571,3678.0
1367,UN 12065,37.1926,-106.6479,3677.0
1368,UN 12062,38.5843,-106.4274,3676.0
1369,"""Dodad Peak""",40.6424,-105.9332,3676.0
1370,UN 12060,37.5849,-107.0943,3676.0
1371,Thunder Mountain,40.4862,-105.8551,3676.0
1372,"""Table Iron""",40.5157,-105.8640,3676.0
1373,UN 12060,39.0524,-106.8235,3676.0
1374,UN 12060,37.5449,-107.6299,3676.0
1375,Nipple Mountain,37.2965,-106.7718,3676.0
1376,South Twin Cone,39.8374,-105.7863,3676.0
1377,"""Achonee Tower""",40.0749,-105.6749,3676.0
1378,Carbonate Hill,39.3926,-106.1657,3676.0
1379,Big Agnes Mountain,40.8304,-106.6926,3676.0
1380,North Twin Cone,39.8438,-105.7832,3675.0
1381,"Axtell, Mount",38.8385,-107.0368,3674.0
1382,UN 12055,39.9840,-105.6537,3674.0
1383,Jarosa Mesa,37.9262,-107.2254,3674.0
1384,Tiptop Peak,39.5876,-105.8524,3674.0
1385,"Guero, Mount",38.7196,-107.3860,3673.0
1386,Wise Mountain,39.5112,-105.9043,3673.0
1387,UN 12050,37.4349,-106.6807,3673.0
1388,Charles Benchmark,39.4626,-106.6354,3673.0
1389,Simmons Peak,38.4207,-105.9840,3673.0
1390,UN 12048,38.8246,-107.3757,3672.0
1391,Paines Mountain,39.6596,-105.7271,3672.0
1392,"Cindy, Mount",40.4182,-105.9407,3672.0
1393,UN 12046,37.5971,-107.7099,3672.0
1394,UN 12045,37.6899,-107.2890,3671.0
1395,Battle Mountain,40.2782,-105.5988,3671.0
1396,Long and Derry Hill,39.2174,-106.2196,3670.0
1397,Marten Peak,40.1435,-105.6829,3670.0
1398,Red Table Mountain,39.4179,-106.7721,3669.0
1399,Round Mountain,38.3415,-106.1246,3669.0
1400,Beaver Ridge,39.3357,-106.0388,3668.0
1401,Chalk Benchmark,37.1418,-106.7501,3667.0
1402,Saddle Mountain,37.4407,-106.9582,3666.0
1403,�East Graysill Point�,37.6938,-107.8651,3666.0
1404,East Cement Mountain,38.7901,-106.7910,3666.0
1405,Elkhorn Peak,38.2974,-106.0985,3666.0
1406,"""Northwest Orno""",40.0940,-107.1301,3666.0
1407,UN 12026,37.2924,-105.2579,3666.0
1408,Calico Peak,37.7101,-108.0904,3666.0
1409,Steep Mountain,37.3415,-105.1588,3665.0
1410,UN 12024,37.7068,-107.1776,3665.0
1411,Chama Peak,37.0401,-106.6290,3664.0
1412,Chalk Mountain,39.3776,-106.2051,3664.0
1413,UN 12020,38.6335,-106.6379,3664.0
1414,"""Gil-bo Peak""",39.9335,-105.6749,3664.0
1415,East Stormy Peak,40.5187,-105.5779,3664.0
1416,Red Mountain,37.3440,-106.4401,3663.0
1417,UN 12018,39.3349,-106.5229,3663.0
1418,"""The Electrode""",40.4760,-105.8815,3663.0
1419,UN 12016,37.4715,-107.4063,3662.0
1420,UN 12015,37.2493,-105.2040,3662.0
1421,Johnny Bull Mountain,37.7196,-108.0904,3661.0
1422,UN 12010,37.4229,-106.6557,3661.0
1423,UN 12008,37.4540,-106.9613,3660.0
1424,UN 12008,40.0835,-107.1363,3660.0
1425,Ruby Mountain,40.3549,-105.9554,3660.0
1426,Snowshoe Mountain,37.7499,-106.9013,3660.0
1427,"Craig, Mount",40.2196,-105.7288,3660.0
1428,Eagle Mountain,37.4387,-107.0151,3660.0
1429,"Zwischen, Mount",37.7912,-105.4554,3659.0
1430,Blueberry Peak,37.9035,-105.4785,3659.0
1431,"""Fall River Pass Mountain""",40.4446,-105.7493,3659.0
1432,"""Piney Point""",39.7110,-106.3301,3659.0
1433,UN 12003,37.5140,-106.9882,3659.0
1434,Trappers Peak,39.9415,-107.2507,3658.0
1435,Poison Mountain,37.5110,-106.4487,3657.0
1436,Shingle Peak,39.9013,-107.2065,3656.0
1437,UN 11994,37.2579,-105.2401,3656.0
1438,UN 11991,37.4562,-106.9546,3655.0
1439,UN 11986,38.8126,-107.3621,3653.0
1440,UN 11985,37.5376,-107.1668,3653.0
1441,UN 11985,37.2810,-105.2462,3653.0
1442,Little Cone,37.9276,-108.0910,3652.0
1443,UN 11980,37.4301,-107.0690,3652.0
1444,"""Aiguille De Fleur""",40.2160,-105.7038,3652.0
1445,Braddock Peak,40.4801,-105.9129,3652.0
1446,Tahana Mountain,39.5449,-105.6454,3652.0
1447,Satanta Peak,40.0257,-105.6901,3651.0
1448,Wingle Ridge,39.5187,-106.2549,3651.0
1449,"Thomas, Mount",39.4199,-106.7435,3651.0
1450,UN 11976,37.3593,-106.6399,3650.0
1451,Wheeler Monument,37.8843,-106.7838,3650.0
1452,Whitehouse Mountain,39.0518,-107.1543,3650.0
1453,Long Branch Baldy,38.3226,-106.4738,3650.0
1454,Madden Peak,37.3824,-108.1060,3649.0
1455,Windy Peak,39.3024,-105.4399,3648.0
1456,Helmet Peak,37.4112,-108.1274,3648.0
1457,UN 11968,39.9440,-107.1751,3648.0
1458,Cooper Mountain,37.6993,-106.8854,3647.0
1459,UN 11961,37.8693,-107.0196,3646.0
1460,UN 11961,39.0296,-107.2188,3646.0
1461,UN 11959,37.4821,-106.9665,3645.0
1462,Twin Peaks,40.1649,-105.7521,3644.0
1463,Smuggler Mountain,39.1462,-106.7315,3644.0
1464,Elliott Ridge,39.7999,-106.4018,3643.0
1465,Trout Mountain,37.6629,-106.7921,3642.0
1466,Baker Peak,37.3982,-108.0318,3642.0
1467,South Little Marvine Peak,39.9829,-107.3243,3641.0
1468,Sheep Ridge,37.6610,-105.4876,3641.0
1469,UN 11942,38.7096,-107.3371,3640.0
1470,"""Platte Peak""",39.4046,-105.6196,3640.0
1471,Section Point,37.7029,-107.9579,3639.0
1472,Gold Hill,39.4168,-106.1610,3639.0
1473,Lone Eagle Peak,40.0710,-105.6604,3639.0
1474,Sheep Mountain South,38.7915,-106.2715,3639.0
1475,Gabletop Mountain,40.3332,-105.7004,3639.0
1476,Thunderbolt Peak,40.1074,-105.6688,3639.0
1477,UN 11935,40.0574,-107.2051,3638.0
1478,Lost Ranger Peak,40.6907,-106.6726,3637.0
1479,UN 11931,40.8346,-106.6304,3637.0
1480,Lost Benchmark,40.0515,-107.2262,3636.0
1481,Shawnee Peak,39.3971,-105.5963,3635.0
1482,UN 11926,39.9204,-107.1749,3635.0
1483,"Ethel, Mount",40.6479,-106.6801,3634.0
1484,Whipple Mountain,37.9946,-107.9346,3634.0
1485,Metroz Mountain,37.6193,-106.8185,3632.0
1486,Bald Eagle Mountain,39.2521,-106.4343,3631.0
1487,Treasure Mountain,37.4560,-106.8240,3630.0
1488,Blizzardine Peak,37.9001,-105.4782,3630.0
1489,Marmot Point,40.4424,-105.7365,3630.0
1490,Pine Ridge,40.2857,-105.5938,3630.0
1491,Willow Mountain,37.3257,-106.4276,3629.0
1492,UN 11906,37.4568,-108.0176,3629.0
1493,Coal Benchmark,37.3249,-106.8260,3629.0
1494,Resolution Mountain,39.4893,-106.2943,3629.0
1495,North Tarryall Peak,39.3118,-105.6104,3628.0
1496,Craig Peak,39.4960,-106.6382,3628.0
1497,Table Mountain,38.0029,-106.7788,3627.0
1498,UN 11900,39.2235,-106.6801,3627.0
1499,East Sheep Mountain,39.4165,-106.2090,3627.0
1500,Gold Hill,38.7124,-106.4757,3627.0
1501,Monarch Ridge South,38.4965,-106.3196,3627.0
1502,UN 11896,39.0004,-107.2263,3626.0
1503,UN 11891,37.2571,-106.6371,3624.0
1504,W Mountain,39.8735,-107.1376,3624.0
1505,Shrine Mountain,39.5354,-106.2599,3623.0
1506,Windy Peak,38.3518,-106.2651,3623.0
1507,UN 11881,37.7268,-107.9888,3621.0
1508,Big Marvine Peak,39.9501,-107.3413,3621.0
1509,UN 11875,37.2757,-105.2026,3620.0
1510,Potato Hill,37.6724,-107.7665,3618.0
1511,Foster Benchmark,39.4215,-105.6576,3618.0
1512,Alberta Peak,37.4560,-106.7951,3618.0
1513,Star Peak,37.3918,-108.1074,3618.0
1514,Bald Mountain,37.8965,-107.8468,3617.0
1515,Three Sisters Peaks,37.4840,-107.3985,3617.0
1516,"""The Cleaver""",39.0682,-107.2726,3617.0
1517,Napoleon Peak,37.3746,-105.1688,3617.0
1518,Metamorphic Benchmark,38.5024,-106.2529,3617.0
1519,Papoose Peak,37.7435,-108.0604,3617.0
1520,Sheep Mountain South,38.7324,-107.3765,3616.0
1521,Headwaters Hill,38.3476,-106.2529,3616.0
1522,Black Mountain,37.8365,-107.2257,3615.0
1523,San Bernardo Mountain,37.8471,-107.9088,3615.0
1524,"""Poudre Peak""",40.4818,-105.7979,3615.0
1525,UN 11860,38.1696,-107.5024,3615.0
1526,Old Baldy,39.7587,-106.0190,3615.0
1527,UN 11859,40.5790,-105.7262,3615.0
1528,Sheep Mountain North,38.8007,-106.2835,3614.0
1529,Tank Mesa,37.5724,-107.7076,3614.0
1530,Parrott Peak,37.3751,-108.1029,3614.0
1531,UN 11855,37.0537,-106.6401,3613.0
1532,Arkansas Mountain,39.0843,-107.1113,3613.0
1533,Huntsman Ridge,39.1921,-107.3668,3612.0
1534,North Diamond Peak,40.5215,-105.9110,3612.0
1535,UN 11850,39.0874,-106.9324,3612.0
1536,UN 11850,37.5510,-107.1507,3612.0
1537,Handkerchief Mesa,37.4793,-106.6496,3611.0
1538,Monarch Ridge North,38.5313,-106.3046,3610.0
1539,"Epworth, Mount",39.9224,-105.6954,3610.0
1540,Lime Ridge,38.4357,-106.3226,3609.0
1541,Mendicant Ridge Highpoint,38.6701,-107.4257,3609.0
1542,"""Elk Park Knoll""",38.8829,-105.0613,3608.0
1543,UN 11835,37.4515,-106.7024,3607.0
1544,Ohwiler Ridge,37.3737,-108.0488,3606.0
1545,West Mountain,37.4618,-107.6074,3606.0
1546,UN 11831,40.0165,-105.7038,3606.0
1547,"Dickinson, Mount",40.4874,-105.5660,3606.0
1548,UN 11830,38.7782,-105.0329,3606.0
1549,Elephant Mountain,37.4129,-106.5613,3605.0
1550,Elk Mountain,39.1032,-107.1985,3605.0
1551,UN 11825,38.7490,-106.5918,3604.0
1552,Rosedale Peak,39.5582,-105.5404,3604.0
1553,"""North Piney Bristle""",39.7279,-106.3526,3604.0
1554,UN 11824,38.5063,-106.3451,3604.0
1555,UN 11820,40.7740,-106.6476,3603.0
1556,UN 11820,37.4990,-106.8163,3603.0
1557,Sheep Mountain,40.6826,-105.9338,3603.0
1558,UN 11820,37.4424,-106.7174,3603.0
1559,UN 11820,37.4999,-106.8749,3603.0
1560,UN 11820,39.3240,-106.4060,3603.0
1561,UN 11820,37.0251,-105.2724,3603.0
1562,UN 11820,37.5399,-107.1554,3603.0
1563,Devils Causeway,40.0360,-107.1513,3603.0
1564,UN 11820,37.3149,-105.1971,3603.0
1565,UN 11820,39.6426,-105.8957,3603.0
1566,Sheep Mountain,40.3615,-106.2657,3602.0
1567,Red Benchmark,39.6015,-106.3013,3602.0
1568,Storm Ridge,38.7901,-107.2049,3601.0
1569,UN 11810,40.8590,-106.6646,3600.0
1570,Porcupine Peak,39.6171,-105.8988,3598.0
1571,Cameron Mountain,38.7040,-106.5676,3597.0
1572,UN 11801,40.0071,-105.7082,3597.0
1573,Sheep Mountain North,38.7362,-107.3740,3595.0
1574,UN 11792,37.2851,-105.1065,3594.0
1575,Davis Mountain,37.4693,-107.0807,3594.0
1576,UN 11790,38.3085,-106.0904,3594.0
1577,UN 11790,38.6424,-107.2210,3594.0
1578,"""No Payne""",39.3826,-105.5665,3593.0
1579,Bald Mountain,38.6618,-107.4101,3593.0
1580,Huntsman Mountain,39.1849,-107.3599,3592.0
1581,Saint Charles Peak,38.0207,-105.1165,3592.0
1582,Chimney Rock,38.1462,-107.5696,3591.0
1583,"""Tarryall Peak""",39.1890,-105.4360,3591.0
1584,UN 11780,39.4274,-106.8488,3591.0
1585,Payne Benchmark,39.3696,-105.5429,3591.0
1586,UN 11780,39.3482,-106.5435,3591.0
1587,Lobo Overlook,37.4910,-106.8004,3591.0
1588,Haystack Mountain,39.8665,-105.6932,3591.0
1589,"Justice, Mount",39.0146,-107.1713,3591.0
1590,Sawmill Hill,38.6996,-106.4265,3591.0
1591,Squaretop Mountain,37.2585,-106.8065,3589.0
1592,Red Table Mountain,39.4396,-106.8946,3589.0
1593,Ptarmigan Peak,39.9063,-105.9479,3588.0
1594,UN 11773,38.1701,-107.4151,3588.0
1595,UN 11772,38.8910,-106.6979,3588.0
1596,Rocky Point,38.8632,-106.6365,3587.0
1597,Gravel Mountain,40.2754,-105.9957,3587.0
1598,Jarosa Peak,37.0701,-106.4612,3586.0
1599,"Yeckel, Mount",39.2868,-106.6999,3586.0
1600,Huntsman Ridge North,39.2232,-107.3768,3585.0
1601,Topaz Mountain,39.2854,-105.5818,3585.0
1602,UN 11762,39.2032,-105.4632,3585.0
1603,UN 11762,37.5190,-107.0493,3585.0
1604,McKenzie Mountain,37.8843,-106.9843,3584.0
1605,Three Sisters Peaks North,37.4912,-107.4018,3584.0
1606,Cooper Hill,39.3499,-106.2840,3584.0
1607,UN 11757,38.9940,-106.1596,3584.0
1608,UN 11757,38.7271,-107.3854,3584.0
1609,UN 11755,37.1807,-106.7304,3583.0
1610,"Irving Hale, Mount",40.1376,-105.7201,3583.0
1611,UN 11750,38.1688,-107.5351,3581.0
1612,UN 11749,38.7840,-105.0238,3581.0
1613,UN 11742,38.9001,-106.8179,3579.0
1614,UN 11740,38.7899,-107.1849,3578.0
1615,Miller Mountain,37.4629,-107.6263,3578.0
1616,Shaw Ridge,38.6985,-106.5651,3578.0
1617,North Ridge,40.2287,-105.6240,3578.0
1618,The Dome,40.6860,-106.7060,3578.0
1619,UN 11735,37.4912,-106.8501,3577.0
1620,"Neota, Mount",40.4826,-105.8460,3577.0
1621,Marmot Peak,38.9401,-106.1113,3575.0
1622,UN 11730,37.0582,-105.1607,3575.0
1623,UN 11730,38.7060,-107.3518,3575.0
1624,Baxter Mountain,38.2824,-106.2385,3574.0
1625,Duncan Hill,38.7210,-106.4876,3574.0
1626,UN 11725,38.6871,-107.3179,3574.0
1627,Taylor Hill,39.3857,-106.2885,3574.0
1628,Sargents Mesa,38.2882,-106.3846,3573.0
1629,"Orton, Mount",40.2271,-105.6196,3573.0
1630,Windy Ridge,39.3224,-106.0751,3573.0
1631,Tombstone Ridge,40.3774,-105.6707,3573.0
1632,"""Roaring Peak""",40.1757,-105.7407,3573.0
1633,Agency Peak,38.2601,-106.8688,3572.0
1634,UN 11716,39.4390,-106.2782,3571.0
1635,UN 11715,38.7271,-106.5151,3571.0
1636,Cascade Mountain,38.9615,-107.0982,3571.0
1637,Waugh Mountain,38.6021,-105.6954,3569.0
1638,Battle Mountain,39.5693,-106.2924,3569.0
1639,Chief Mountain,39.6757,-105.5229,3569.0
1640,Methodist Mountain,38.4524,-106.0176,3568.0
1641,UN 11707,37.7754,-107.0421,3568.0
1642,Coal Mountain,38.7871,-107.4838,3568.0
1643,UN 11705,40.6321,-106.6801,3568.0
1644,Table Mountain,37.5471,-107.4954,3568.0
1645,Jackstraw Mountain,40.3876,-105.8124,3567.0
1646,Boston Peak,38.8518,-106.7446,3567.0
1647,South Diamond Peak,40.5143,-105.9043,3566.0
1648,Soap Benchmark,38.6907,-107.2263,3566.0
1649,Porphyry Peak,38.3532,-106.1568,3566.0
1650,Bearpaws Peaks South,40.4249,-105.9713,3566.0
1651,Democrat Mountain,39.7201,-105.7271,3566.0
1652,UN 11696,37.0846,-105.1554,3565.0
1653,"""The Catamount""",39.1849,-105.4382,3565.0
1654,UN 11692,38.0104,-105.1101,3564.0
1655,UN 11692,38.4935,-106.3301,3564.0
1656,Blue Ridge,40.3251,-105.9401,3562.0
1657,UN 11685,39.0043,-107.2182,3562.0
1658,Middle Baldy,38.3151,-106.5054,3562.0
1659,UN 11682,37.0301,-105.1890,3561.0
1660,Charleys Peak,37.1710,-106.6179,3559.0
1661,Loge Peak,39.1424,-106.8738,3559.0
1662,Sheep Ridge,39.1699,-106.0907,3558.0
1663,UN 11672,38.6746,-107.3601,3558.0
1664,Park Mountain,37.3604,-105.1613,3557.0
1665,UN 11667,40.6190,-105.9615,3556.0
1666,UN 11664,38.6712,-106.6813,3555.0
1667,Snowslide Mountain,37.9154,-105.4915,3555.0
1668,Red Mountain,38.7646,-106.9413,3554.0
1669,Sheep Mountain,39.0651,-107.1229,3554.0
1670,UN 11660,37.4985,-107.4640,3554.0
1671,UN 11660,38.2732,-105.8196,3554.0
1672,Mammoth Mountain,37.8799,-106.9026,3553.0
1673,Baldy Mountain,38.7912,-106.6560,3552.0
1674,Black Mountain,38.7182,-105.6876,3552.0
1675,North Little Marvine Peak,39.9987,-107.3326,3551.0
1676,UN 11648,38.6849,-107.3574,3550.0
1677,Landslip Mountain,37.6774,-108.0746,3550.0
1678,UN 11645,37.8432,-106.7960,3549.0
1679,Cornwalls Nose,37.4063,-106.4885,3549.0
1680,UN 11643,39.5451,-106.5932,3549.0
1681,UN 11643,40.7654,-106.6349,3549.0
1682,UN 11642,39.8315,-106.0049,3548.0
1683,Crown Benchmark,40.6157,-105.6629,3547.0
1684,Bald Knob,37.3999,-107.9968,3547.0
1685,UN 11636,37.3979,-106.5721,3547.0
1686,Meadow Mountain,40.1751,-105.5707,3545.0
1687,Burnt Mountain,38.3343,-106.0901,3545.0
1688,Bonfisk Peak,38.6460,-107.2693,3545.0
1689,UN 11626,37.1676,-106.6526,3544.0
1690,UN 11625,37.5590,-107.1093,3543.0
1691,Cape of Good Hope,37.5265,-108.0318,3543.0
1692,Paine Ridge,37.3796,-108.0360,3542.0
1693,Black Mountain,39.1032,-106.2371,3541.0
1694,Williams Peak,39.8774,-106.2063,3541.0
1695,Williams Benchmark,39.8551,-106.1854,3541.0
1696,"""Tater Top""",39.2535,-105.5565,3539.0
1697,Red Mountain,40.3993,-105.8788,3537.0
1698,Black Mesa,37.7849,-108.1913,3537.0
1699,Cimarron Ridge Highpoint,38.2593,-107.5943,3536.0
1700,Hyannis Peak,40.3587,-106.3129,3536.0
1701,UN 11601,37.3699,-106.6154,3536.0
1702,Bear Mountain,40.7826,-106.6115,3536.0
1703,UN 11601,38.8618,-106.7776,3536.0
1704,Harrison Peak,37.4010,-105.1721,3535.0
1705,Flat Top Peak,37.8807,-108.1026,3534.0
1706,UN 11594,37.3412,-105.0243,3534.0
1707,Contact Hill,38.5521,-106.3699,3534.0
1708,UN 11590,38.2040,-107.4338,3533.0
1709,UN 11590,37.7829,-106.6449,3533.0
1710,Buffalo Peak,39.2757,-105.3679,3532.0
1711,UN 11586,37.9201,-106.6604,3531.0
1712,Little Matterhorn,40.3271,-105.6929,3531.0
1713,UN 11585,39.9685,-107.1990,3531.0
1714,Bottle Peak,39.9021,-105.9363,3531.0
1715,Ramsey Peak,40.5254,-105.6140,3530.0
1716,Burro Mountain,37.4857,-108.1065,3530.0
1717,UN 11580,37.9560,-105.0846,3530.0
1718,"""Coney Island""",40.1221,-105.6171,3530.0
1719,UN 11580,40.6499,-105.9710,3530.0
1720,Lake Hill,38.5307,-106.3743,3530.0
1721,UN 11577,40.6524,-106.7149,3529.0
1722,Spruce Mountain,37.4760,-107.0779,3529.0
1723,UN 11575,40.3540,-106.2954,3528.0
1724,Piney Peak,39.8187,-106.4976,3527.0
1725,Bearpaws Peaks North,40.4285,-105.9757,3527.0
1726,Deer Peak,38.0415,-105.1851,3527.0
1727,"""Puma Peak""",39.1571,-105.5815,3527.0
1728,Hornsilver Mountain,39.4971,-106.3249,3527.0
1729,"Mestas, Mount",37.5829,-105.1474,3526.0
1730,Red Elephant Mountain,40.8824,-106.6482,3526.0
1731,Griffith Mountain,39.7015,-105.6746,3526.0
1732,Arapaho Ridge,40.3826,-106.2946,3526.0
1733,UN 11567,37.5035,-106.7996,3526.0
1734,UN 11563,39.4190,-106.3696,3524.0
1735,UN 11562,38.4782,-106.3465,3524.0
1736,Klondike Mountain,37.3574,-106.5790,3524.0
1737,Porphyry Mountain Benchmark,39.2912,-106.7326,3522.0
1738,UN 11555,38.8299,-107.1074,3522.0
1739,Alpine Peak,39.6862,-105.6821,3521.0
1740,UN 11551,37.4301,-107.0540,3521.0
1741,Cimarron Ridge North,38.2690,-107.6143,3520.0
1742,UN 11550,37.2696,-106.8029,3520.0
1743,Thirtynine Mile Mountain,38.8321,-105.5554,3520.0
1744,UN 11548,37.4396,-106.9415,3520.0
1745,Seven Parks Peak,37.7254,-106.9543,3520.0
1746,UN 11547,38.2813,-106.4213,3520.0
1747,Saxon Mountain,39.7232,-105.6699,3519.0
1748,UN 11543,40.6579,-106.6568,3518.0
1749,High Mesa,38.2124,-107.4960,3517.0
1750,UN 11540,39.1760,-107.3540,3517.0
1751,Rat Mountain,39.9662,-107.3640,3517.0
1752,UN 11536,38.7076,-107.2529,3516.0
1753,Richmond Hill,39.1265,-106.8143,3516.0
1754,Nebraska Hill,39.8810,-105.6513,3516.0
1755,UN 11533,37.5279,-106.4263,3515.0
1756,Pyramid Peak,40.1229,-107.1690,3515.0
1757,Fox Mountain,37.5062,-106.7438,3514.0
1758,Razor Creek Dome,38.3160,-106.7171,3514.0
1759,Beaver Mountain,37.6010,-106.6260,3514.0
1760,Cimarron Ridge South,38.2126,-107.5810,3513.0
1761,UN 11526,37.5926,-106.5313,3513.0
1762,Turret Peak,39.8743,-107.1965,3513.0
1763,UN 11522,40.3299,-106.3112,3512.0
1764,Brown Mountain,39.7051,-105.7482,3512.0
1765,UN 11517,39.2860,-105.4271,3510.0
1766,Lookout Mountain,37.9868,-106.4804,3510.0
1767,UN 11510,38.7932,-105.0165,3508.0
1768,Little Gravel Mountain,40.2568,-106.0076,3508.0
1769,Alpine Plateau,38.2201,-107.3482,3508.0
1770,UN 11508,38.7146,-107.2463,3508.0
1771,UN 11504,38.0912,-106.7401,3506.0
1772,Hoosier Benchmark,39.4854,-106.9549,3506.0
1773,Squaw Mountain,39.6804,-105.4946,3505.0
1774,UN 11500,40.3435,-106.1724,3505.0
1775,UN 11500,37.4843,-106.7879,3505.0
1776,"Rosa, Mount",38.7543,-104.9479,3505.0
1777,Little Agnes Mountain,40.8271,-106.7176,3504.0
1778,Haystack Mountain,40.3274,-106.1893,3504.0
1779,Royal Mountain,39.5374,-105.5665,3504.0
1780,Flander Benchmark,39.9804,-107.2601,3503.0
1781,UN 11493,38.2851,-106.5507,3503.0
1782,UN 11492,37.5654,-107.2013,3503.0
1783,Meridian Hill,39.5560,-105.4860,3502.0
1784,Ute Benchmark,39.7257,-105.6479,3502.0
1785,Mineral Point,40.3604,-105.9046,3502.0
1786,UN 11485,39.2401,-105.5288,3501.0
1787,Cottonwood Peak,39.8474,-106.5315,3500.0
1788,Half Mountain,40.2899,-105.6326,3500.0
1789,Iron Mountain,39.3685,-105.9851,3499.0
1790,UN 11472,37.3776,-106.7754,3497.0
1791,Niwot Mountain,40.0587,-105.5526,3496.0
1792,UN 11470,37.9560,-106.6279,3496.0
1793,Tomichi Dome,38.4849,-106.5290,3495.0
1794,Bighorn Mountain,40.4299,-105.6204,3494.0
1795,Flattop Mountain,37.2049,-106.7293,3494.0
1796,Porcupine Cone,38.7165,-107.3143,3494.0
1797,Crown Point,40.6293,-105.6840,3494.0
1798,UN 11462,37.5315,-107.1757,3494.0
1799,Blair Mountain,39.7951,-107.4171,3493.0
1800,UN 11460,39.2087,-105.4440,3493.0
1801,UN 11460,37.8790,-106.5085,3493.0
1802,Larkspur Mountain,39.2729,-106.7535,3493.0
1803,UN 11460,38.1015,-106.9137,3493.0
1804,Independence Mountain,39.6807,-105.6860,3493.0
1805,UN 11458,37.6643,-106.8396,3492.0
1806,Red Hill,40.4035,-106.3201,3491.0
1807,Seven Utes Mountain,40.4787,-105.9346,3491.0
1808,Castle Rock,38.3096,-107.6329,3491.0
1809,Dead Benchmark,38.6024,-105.6315,3490.0
1810,"""Little Puma""",39.1651,-105.5701,3490.0
1811,West Baldy,38.2990,-106.5510,3490.0
1812,UN 11446,38.6793,-106.6968,3489.0
1813,Tenderfoot Mountain,39.6357,-106.0038,3487.0
1814,UN 11435,38.7401,-107.4004,3485.0
1815,UN 11435,38.6696,-107.2329,3485.0
1816,UN 11429,40.8738,-106.6804,3484.0
1817,East Twin Sisters Peak,40.2887,-105.5174,3483.0
1818,Bald Hill,39.2638,-106.0949,3483.0
1819,Olga Little Mountain,37.4551,-107.9846,3483.0
1820,Timber Mountain Benchmark,39.8951,-107.3588,3482.0
1821,Mendicant Ridge South,38.6524,-107.4554,3482.0
1822,"Patterson, Mount",40.3007,-105.7879,3482.0
1823,UN 11424,37.6510,-106.8604,3482.0
1824,UN 11423,39.2649,-105.5115,3482.0
1825,UN 11423,38.7318,-107.3949,3482.0
1826,Elk Mountain,40.1621,-106.1285,3481.0
1827,Davis Peak,40.9204,-106.7007,3481.0
1828,UN 11420,37.8399,-107.2754,3481.0
1829,UN 11420,38.6940,-106.7015,3481.0
1830,UN 11420,38.6374,-106.4882,3481.0
1831,Storm King,38.3165,-107.6371,3481.0
1832,Poison Ridge,40.3396,-106.2479,3480.0
1833,West Twin Sisters Peak,40.2890,-105.5193,3479.0
1834,UN 11412,39.9335,-107.2893,3478.0
1835,"Argentine, Mount",39.4329,-106.0154,3478.0
1836,Iron Mountain,37.6376,-105.2540,3478.0
1837,Paradise Benchmark,40.0249,-107.3532,3477.0
1838,UN 11409,37.1076,-106.7349,3477.0
1839,UN 11405,37.8182,-108.2257,3476.0
1840,Syncline Hill,38.5507,-106.3160,3476.0
1841,Printer Boy Hill,39.2276,-106.2410,3476.0
1842,"""Lake Park Peak""",39.1760,-105.4263,3476.0
1843,"Lamborn, Mount",38.8029,-107.5229,3474.0
1844,Buck Mountain South,40.8682,-106.7388,3474.0
1845,UN 11395,39.3343,-105.6224,3473.0
1846,UN 11395,39.7321,-107.4151,3473.0
1847,UN 11392,38.6785,-107.1001,3472.0
1848,Stoney Face Mountain,38.5821,-105.7410,3470.0
1849,Mammoth Mountain,37.3363,-106.5129,3470.0
1850,Burnt Mountain,39.1710,-106.9229,3470.0
1851,Green Mountain,37.6624,-105.3890,3469.0
1852,UN 11380,39.1890,-107.1893,3469.0
1853,UN 11380,40.8015,-106.6585,3469.0
1854,Farncomb Hill,39.4824,-105.9560,3468.0
1855,Farnum Peak,39.1668,-105.5601,3468.0
1856,Chief Mountain,39.5904,-106.1563,3468.0
1857,Twin Sisters Mountain,40.2824,-105.5149,3467.0
1858,Buck Mountain North,40.8899,-106.7410,3466.0
1859,Brewery Hill,39.5026,-105.9682,3466.0
1860,UN 11369,39.9685,-107.2401,3465.0
1861,UN 11368,39.7532,-107.3824,3465.0
1862,UN 11362,40.3104,-106.3257,3463.0
1863,Lujan Benchmark,38.2524,-106.5896,3463.0
1864,Sheep Mountain,40.3087,-106.2410,3463.0
1865,"""Martenette""",40.1343,-105.6982,3463.0
1866,UN 11356,39.4887,-105.7479,3461.0
1867,Flat Top Mountain,40.5324,-105.8260,3461.0
1868,Little Baldy,38.5818,-106.4810,3459.0
1869,UN 11350,39.9160,-107.3579,3459.0
1870,Marcellina Mountain,38.9299,-107.2440,3459.0
1871,UN 11344,38.3135,-106.2563,3458.0
1872,UN 11340,39.3654,-106.5910,3456.0
1873,Smith Fork Mountain,38.0001,-105.0915,3456.0
1874,UN 11340,38.7487,-107.3965,3456.0
